"year","month","age","tw_g","species","temporada","temporada_inicio"
"2018","1","NA","NA","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","7800","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","NA","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","4400","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","4000","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","14800","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","9100","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","6300","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","4700","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","4300","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","NA","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","NA","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","NA","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","NA","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","NA","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","NA","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","NA","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","NA","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","NA","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","NA","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","NA","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","NA","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","NA","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","NA","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","5000","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","5200","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","6400","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","3100","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","7100","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","2700","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","12700","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","12900","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","4200","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","1900","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","2","2800","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","NA","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","NA","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","12800","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","1200","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","14300","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","6700","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","5200","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","4000","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","4700","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","4800","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","3800","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","7500","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","NA","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","NA","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","NA","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","NA","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","NA","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","NA","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","NA","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","17500","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","5200","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","5500","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","2","2900","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","4","10700","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","3400","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","NA","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","NA","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","NA","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","NA","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","3","NA","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","3","NA","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","2","NA","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","3","NA","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","NA","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","NA","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","NA","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","NA","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","3700","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","5600","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","9200","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","3","3900","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","3300","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","6800","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","4800","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","4900","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","7900","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","2","4000","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","3","5000","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","4200","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","5200","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","4300","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","5300","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","3","8200","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","3","NA","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","NA","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","NA","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","NA","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","NA","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","4","NA","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","2","NA","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","3","NA","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","NA","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","NA","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","4100","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","6900","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","5100","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","3200","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","3600","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","3800","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","5200","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","6600","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","4100","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","4600","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","3100","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","5000","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","2400","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","4100","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","4400","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","5800","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","4500","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","13100","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","10600","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","2600","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","5900","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","3000","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","6200","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","2900","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","4400","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","5000","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","4300","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","4500","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","10000","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","9000","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","10900","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","9900","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","2600","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","10900","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","8000","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","4300","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","4800","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","5100","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","3400","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","3300","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","NA","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","4100","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","3300","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","5","17200","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","3","7100","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","5600","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","3","4400","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","2","4300","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","5900","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","4700","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","7000","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","15300","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","3800","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","3","5700","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","3","4400","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","4","8700","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","4","10200","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","3","5200","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","12600","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","15000","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","NA","10900","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","1","3","4700","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","5400","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","6200","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","6900","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","3700","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","4800","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","4200","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","5600","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","3000","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","3300","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","7500","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","4400","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","3500","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","5900","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","8900","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","4500","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","4100","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","4800","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","3500","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","15100","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","14400","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","8200","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","5000","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","5200","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","10000","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","4700","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","20200","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","15500","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","6400","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","NA","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","4","12900","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","3800","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","3600","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","4900","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","16000","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","14300","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","5400","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","6800","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","8500","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","5","18500","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","3","4600","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","14900","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","3","6600","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","3","7000","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","6300","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","5300","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","4","12000","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","5800","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","3400","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","5500","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","2900","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","11200","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","18400","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","3200","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","18100","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","15200","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","6300","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","4400","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","4100","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","5400","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","5900","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","5000","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","16500","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","19200","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","10300","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","6300","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","3500","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","6200","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","5000","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","14200","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","4","12200","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","22300","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","3700","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","3","4100","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","4","11700","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","9200","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","4500","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","11500","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","3","7400","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","4580","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","4","12600","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","3","6450","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","2","2645","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","2","4200","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","4600","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","4860","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","3","5480","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","10400","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","3450","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","NA","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","NA","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","NA","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","4160","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","3","5200","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","NA","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","NA","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","2200","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","3400","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","3","5300","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","4300","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","5700","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","5800","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","NA","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","NA","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","NA","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","4","12000","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","3","6000","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","2","2700","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","5600","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","11200","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","3","9500","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","4800","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","4600","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","7300","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","3300","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","3900","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","3800","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","4800","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","7200","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","2900","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","10300","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","11400","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","4600","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","2","3300","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","3","3700","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","2","3700","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","2","3300","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","1800","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","2000","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","4","7000","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","8200","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","10800","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","4","16500","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","10800","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","3900","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","3800","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","11400","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","4100","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","17600","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","5800","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","3900","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","5600","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","4500","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","5800","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","11600","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","4700","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","3900","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","4000","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","3600","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","5300","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","11300","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","17200","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","14200","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","2","4100","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","13000","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","2","3300","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","4000","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","3","7300","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","3","5700","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","7000","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","13000","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","3","NA","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","5","NA","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","NA","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","NA","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","NA","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","5500","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","10800","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","7400","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","5400","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","11800","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","4300","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","5000","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","6400","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","7400","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","7400","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","5600","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","5700","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","5000","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","7500","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","2400","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","6100","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","5400","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","6400","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","6200","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","3900","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","5500","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","5000","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","6600","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","13400","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","13300","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","4800","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","3800","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","4300","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","11600","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","3","NA","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","8100","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","12000","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","5100","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","4400","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","6200","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","6400","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","17000","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","13100","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","6700","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","6600","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","9600","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","8100","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","5200","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","3900","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","4700","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","5100","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","4700","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","6200","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","6100","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","4900","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","5500","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","2900","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","4400","Oncorhynchus tshawytscha","2017-2018","2017"
"2018","2","NA","3100","Oncorhynchus tshawytscha","2017-2018","2017"
